Name,Year_of_Release,Genre,Platform_Name,Publisher_Name
Tomb Raider: Anniversary,2007,Action,Wii,Eidos Interactive
The World Ends With You,2007,Role-Playing,DS,Square Enix
NBA 2K8,2007,Sports,X360,Take-Two Interactive
Blazing Angels: Squadrons of WWII,2007,Simulation,Wii,Ubisoft
Harry Potter and the Order of the Phoenix,2007,Action,DS,Electronic Arts
Harvest Moon: Tree of Tranquility,2007,Simulation,Wii,Rising Star Games
Time Crisis 4,2007,Shooter,PS3,Namco Bandai Games
I Spy: Fun House,2007,Puzzle,DS,Scholastic Inc.
Stranglehold,2007,Shooter,X360,Midway Games
Patapon,2007,Misc,PSP,Sony Computer Entertainment
Final Fantasy XI: Wings of the Goddess,2007,Role-Playing,PS2,Square Enix
Final Fantasy Tactics A2: Grimoire of the Rift,2007,Role-Playing,DS,Square Enix
Dance Dance Revolution SuperNOVA 2,2007,Simulation,PS2,Konami Digital Entertainment
Ghost Squad,2007,Shooter,Wii,Sega
Drawn to Life,2007,Action,DS,THQ
NCAA Football 08,2007,Sports,PS2,Electronic Arts
Buzz! The Hollywood Quiz,2007,Misc,PS2,Sony Computer Entertainment
Kane & Lynch: Dead Men,2007,Shooter,X360,Eidos Interactive
Spectrobes,2007,Role-Playing,DS,Disney Interactive Studios
Namco Museum Remix,2007,Misc,Wii,Atari
Pirates of the Caribbean: At World's End,2007,Action,PS3,Disney Interactive Studios
Harvest Moon DS: Island of Happiness,2007,Simulation,DS,Rising Star Games
Practise English!,2007,Misc,DS,Nintendo
NBA Live 08,2007,Sports,PS2,Electronic Arts
Major League Baseball 2K7,2007,Sports,X360,Spike
Skate,2007,Sports,X360,Electronic Arts
Crysis,2007,Shooter,PC,Electronic Arts
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,2007,Role-Playing,Wii,Square Enix
Dynasty Warriors 6,2007,Action,PS3,Tecmo Koei
Two Worlds,2007,Role-Playing,X360,SouthPeak Games
Metal Gear Solid: Portable Ops Plus,2007,Action,PSP,Konami Digital Entertainment
Shrek the Third,2007,Action,X360,Activision
MX vs. ATV Untamed,2007,Racing,X360,THQ
Hot Shots Golf: Open Tee 2,2007,Sports,PSP,Sony Computer Entertainment
Cars: Mater-National Championship,2007,Racing,DS,THQ
Unreal Tournament III,2007,Shooter,PS3,Midway Games
Final Fantasy Crystal Chronicles: Ring of Fates,2007,Role-Playing,DS,Square Enix
The Darkness,2007,Shooter,PS3,Take-Two Interactive
Phoenix Wright: Ace Attorney - Trials and Tribulations,2007,Adventure,DS,Capcom
Tony Hawk's Proving Ground,2007,Sports,PS2,Activision
Naruto Shippuden: Ultimate Ninja 4,2007,Fighting,PS2,Atari
Wario: Master of Disguise,2007,Platform,DS,Nintendo
Taiko no Tatsujin DS: Touch de Dokodon!,2007,Misc,DS,Namco Bandai Games
SingStar Pop Hits,2007,Misc,PS2,Sony Computer Entertainment
SingStar R&B,2007,Misc,PS2,Sony Computer Entertainment
Star Ocean: First Departure,2007,Role-Playing,PSP,Square Enix
Paws & Claws: Pet Vet,2007,Simulation,DS,THQ
Crash of the Titans,2007,Action,PSP,Vivendi Games
Stuntman: Ignition,2007,Racing,X360,THQ
Sega Rally Revo,2007,Racing,PS3,Sega
Donkey Kong Barrel Blast,2007,Racing,Wii,Nintendo
Juiced 2: Hot Import Nights,2007,Racing,X360,THQ
Cabela's Big Game Hunter (2008),2007,Sports,Wii,Activision
Shin Megami Tensei: Persona 3 FES,2007,Role-Playing,PS2,Tecmo Koei
Ganbaru Watashi no Kakei Diary,2007,Misc,DS,Nintendo
SimCity DS,2007,Simulation,DS,Electronic Arts
The Golden Compass,2007,Action,DS,Sega
Spelling Challenges and more!,2007,Misc,DS,505 Games
Final Fantasy Anniversary Edition,2007,Role-Playing,PSP,Square Enix
Mega Man Star Force 2: Zerker x Ninja / Saurian,2007,Action,DS,Capcom
Blacksite: Area 51,2007,Shooter,X360,Midway Games
No More Heroes,2007,Action,Wii,Rising Star Games
Bratz 4 Real,2007,Adventure,DS,THQ
Odin Sphere,2007,Role-Playing,PS2,Square Enix
Donkey Kong Jungle Climber,2007,Platform,DS,Nintendo
NCAA March Madness 07,2007,Sports,PS2,Electronic Arts
Hotel Dusk: Room 215,2007,Adventure,DS,Nintendo
Manhunt 2,2007,Action,PS2,Take-Two Interactive
Purr Pals,2007,Simulation,DS,THQ
TMNT,2007,Action,X360,Ubisoft
F.E.A.R.,2007,Shooter,PS3,Vivendi Games
Are You Smarter Than A 5th Grader?,2007,Misc,DS,Mindscape
Silent Hill: Origins,2007,Action,PSP,Konami Digital Entertainment
Lair,2007,Action,PS3,Sony Computer Entertainment
Petz: Hamsterz Life 2,2007,Misc,DS,Ubisoft
Fire Emblem: Radiant Dawn,2007,Strategy,Wii,Nintendo
Test Drive Unlimited,2007,Racing,PSP,Atari
Picross DS,2007,Puzzle,DS,Nintendo
Final Fantasy II Anniversary Edition,2007,Role-Playing,PSP,Square Enix
The BIGS,2007,Sports,PS2,Take-Two Interactive
Paws & Claws: Dogs & Cats Best Friends,2007,Simulation,DS,THQ
Boogie,2007,Misc,Wii,Electronic Arts
Dance Dance Revolution Universe 2,2007,Simulation,X360,Konami Digital Entertainment
NBA Street Homecourt,2007,Sports,X360,Electronic Arts
Nicktoons: Attack of the Toybots,2007,Platform,PS2,THQ
Cars Mater-National Championship,2007,Racing,Wii,THQ
Scene It? Lights Camera Action,2007,Misc,X360,Microsoft Game Studios
Scrabble 2007 Edition,2007,Puzzle,DS,Ubisoft
Bratz: The Movie,2007,Simulation,PS2,THQ
Dynasty Warriors Gundam,2007,Action,PS3,Tecmo Koei
Shadowrun,2007,Role-Playing,X360,Microsoft Game Studios
Crazy Taxi: Fare Wars,2007,Racing,PSP,Sega
Spider-Man: Friend or Foe,2007,Action,DS,Activision
Crayola: Treasure Adventures,2007,Puzzle,DS,Ignition Entertainment
Imagine: Figure Skater (US sales),2007,Sports,DS,Ubisoft
Metal Gear Solid: The Essential Collection,2007,Adventure,PS2,Konami Digital Entertainment
Syphon Filter: Logan's Shadow,2007,Shooter,PSP,Sony Computer Entertainment
SingStar Amped,2007,Misc,PS2,Sony Computer Entertainment
Burnout Dominator,2007,Racing,PSP,Electronic Arts
Barbie as The Island Princess,2007,Adventure,Wii,Activision
The New York Times Crosswords,2007,Puzzle,DS,Majesco Entertainment
Thrillville: Off the Rails,2007,Strategy,Wii,LucasArts
My Fashion Studio,2007,Misc,DS,Ubisoft
Bee Movie Game,2007,Action,DS,Activision
Worms: Open Warfare 2,2007,Strategy,PSP,THQ
My Spanish Coach,2007,Misc,DS,Ubisoft
Super Robot Taisen OG: Original Generations,2007,Strategy,PS2,Banpresto
Petz: Horsez 2,2007,Simulation,DS,Ubisoft
Puppy Luv: Spa and Resort,2007,Simulation,DS,Activision
Dragon Ball Z: Shin Budokai - Another Road,2007,Fighting,PSP,Atari
Command & Conquer 3: Tiberium Wars,2007,Strategy,X360,Electronic Arts
Def Jam Icon,2007,Action,PS3,Electronic Arts
The Legend of Spyro: The Eternal Night,2007,Platform,PS2,Vivendi Games
Yu-Gi-Oh! GX: Tag Force 2,2007,Strategy,PSP,Konami Digital Entertainment
Avatar: The Last Airbender - The Burning Earth,2007,Action,PS2,THQ
NiGHTS: Journey of Dreams,2007,Platform,Wii,Sega
Solitaire Overload,2007,Misc,DS,Telegames
Zack & Wiki: Quest for Barbaros' Treasure,2007,Adventure,Wii,Nintendo
Castlevania: The Dracula X Chronicles,2007,Platform,PSP,Konami Digital Entertainment
TimeShift,2007,Shooter,X360,Vivendi Games
Itadaki Street DS,2007,Misc,DS,Square Enix
300: March to Glory,2007,Action,PSP,Warner Bros. Interactive Entertainment
Rogue Galaxy: Director's Cut,2007,Role-Playing,PS2,Sony Computer Entertainment
Beowulf: The Game,2007,Action,X360,Ubisoft
Overlord,2007,Strategy,X360,Codemasters
Hot Wheels: Beat That!,2007,Racing,PS2,Activision
Diner Dash: Sizzle & Serve,2007,Puzzle,DS,Eidos Interactive
Naruto: Path of the Ninja,2007,Role-Playing,DS,D3Publisher
Fantastic Four: Rise of the Silver Surfer,2007,Action,PS2,Take-Two Interactive
The Dog Island,2007,Adventure,Wii,Ubisoft
Jam Sessions: Sing and Play Guitar (US sales),2007,Misc,DS,Ubisoft
Looney Tunes: Acme Arsenal,2007,Action,PS2,Warner Bros. Interactive Entertainment
SD Gundam G Generation Spirits,2007,Strategy,PS2,Namco Bandai Games
Tamagotchi Connection: Corner Shop 3,2007,Simulation,DS,Atari
Kingdom Under Fire: Circle of Doom,2007,Role-Playing,X360,Microsoft Game Studios
Kotoba no Puzzle: Mojipittan DS,2007,Puzzle,DS,Namco Bandai Games
My Horse & Me,2007,Sports,DS,Atari
ATV/Monster Truck Mayhem,2007,Racing,DS,"Destination Software, Inc"
Chicken Shoot,2007,Action,Wii,Zoo Digital Publishing
SOCOM: Tactical Strike,2007,Shooter,PSP,Sony Computer Entertainment
Battalion Wars 2,2007,Strategy,Wii,Nintendo
Mega Man ZX Advent,2007,Platform,DS,Capcom
College Hoops 2K8,2007,Sports,PS2,Take-Two Interactive
Etrian Odyssey,2007,Role-Playing,DS,Nintendo
Conan,2007,Action,PS3,THQ
Football Manager Handheld 2008,2007,Sports,PSP,Sega
Momotarou Dentetsu DS: Tokyo & Japan,2007,Misc,DS,Hudson Soft
Puzzle Quest: Challenge of the Warlords,2007,Puzzle,DS,D3Publisher
The Eye of Judgment,2007,Misc,PS3,Sony Computer Entertainment
Digimon World: Dawn / Dusk,2007,Role-Playing,DS,Namco Bandai Games
Planet Puzzle League,2007,Puzzle,DS,Nintendo
Naruto: Rise of a Ninja,2007,Action,X360,Ubisoft
"Warhammer 40,000: Squad Command",2007,Strategy,PSP,THQ
SSX Blur,2007,Sports,Wii,Electronic Arts
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,2007,Misc,DS,Rocket Company
Folklore,2007,Role-Playing,PS3,Sony Computer Entertainment
Samurai Warriors 2: Xtreme Legends (JP sales),2007,Action,PS2,Tecmo Koei
Beautiful Katamari,2007,Puzzle,X360,Namco Bandai Games
Dance Dance Revolution Universe,2007,Simulation,X360,Konami Digital Entertainment
Clive Barker's Jericho,2007,Shooter,X360,Codemasters
Fishing Master,2007,Misc,Wii,Konami Digital Entertainment
Jikkyou Powerful Pro Yakyuu 14,2007,Sports,PS2,Konami Digital Entertainment
Contra 4,2007,Shooter,DS,Konami Digital Entertainment
Dr. Seuss: How the Grinch Stole Christmas,2007,Action,DS,CokeM Interactive
J-League Winning Eleven 2007: Club Championship,2007,Sports,PS2,Konami Digital Entertainment
Trauma Center: New Blood,2007,Simulation,Wii,Nintendo
Super Robot Taisen W,2007,Strategy,DS,Banpresto
Looney Tunes: Duck Amuck,2007,Action,DS,Warner Bros. Interactive Entertainment
Super Robot Taisen OG: Original Generations Gaiden,2007,Strategy,PS2,Banpresto
John Deere: Harvest in the Heartland,2007,Simulation,DS,Ubisoft
The Suite Life of Zack & Cody: Circle of Spies,2007,Action,DS,Disney Interactive Studios
Power Pro Kun Pocket 10,2007,Sports,DS,Konami Digital Entertainment
Mah Jong Quest: Expeditions,2007,Puzzle,DS,Avanquest
The Godfather: Dons Edition,2007,Action,PS3,Electronic Arts
MLB Power Pros,2007,Sports,Wii,Konami Digital Entertainment
Prince of Persia: Rival Swords,2007,Action,Wii,Ubisoft
Punch-Out!!,2007,Sports,Wii,Nintendo
Bladestorm: The Hundred Years' War,2007,Action,PS3,Tecmo Koei
Surf's Up,2007,Sports,PS2,Ubisoft
NASCAR 08,2007,Racing,X360,Electronic Arts
Ratatouille: Food Frenzy,2007,Puzzle,DS,THQ
Bratz Ponyz,2007,Adventure,DS,Game Factory
Baby Pals,2007,Simulation,DS,THQ
Yu-Gi-Oh! World Championship 2008,2007,Strategy,DS,Konami Digital Entertainment
Jackass the Game,2007,Action,PS2,Empire Interactive
Shrek: Ogres & Dronkeys,2007,Simulation,DS,Activision
Virtua Fighter 5 Online,2007,Fighting,X360,Sega
Soul Nomad & the World Eaters,2007,Role-Playing,PS2,Tecmo Koei
Cabela's Trophy Bucks,2007,Sports,PS2,Activision Value
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,2007,Misc,DS,Nintendo
Super Collapse! 3,2007,Puzzle,DS,Mumbo Jumbo
Fish Tycoon,2007,Simulation,DS,Majesco Entertainment
All-Pro Football 2K8,2007,Sports,X360,Take-Two Interactive
Battlestations: Midway,2007,Strategy,X360,Eidos Interactive
Tales of Innocence,2007,Role-Playing,DS,Namco Bandai Games
DS Bungaku Zenshuu,2007,Misc,DS,Nintendo
Phantasy Star Universe: Ambition of the Illuminus,2007,Role-Playing,PS2,Sega
Smart Girl's Playhouse,2007,Misc,DS,505 Games
NCAA March Madness 08,2007,Sports,PS2,Electronic Arts
SD Gundam G Generation: Cross Drive,2007,Strategy,DS,Namco Bandai Games
A.C.E.: Another Century's Episode 3: The Final,2007,Simulation,PS2,Banpresto
NHL 08,2007,Action,PS3,Electronic Arts
Animal Paradise,2007,Simulation,DS,Empire Interactive
MotoGP '07,2007,Racing,X360,THQ
Armored Core 4,2007,Simulation,X360,505 Games
We Love Golf!,2007,Sports,Wii,Capcom
Driver '76,2007,Racing,PSP,Ubisoft
Dancing With The Stars,2007,Misc,Wii,Activision
Luminous Arc,2007,Role-Playing,DS,Rising Star Games
Monster Jam,2007,Racing,PS2,Activision
Ghost Rider,2007,Action,PSP,Take-Two Interactive
Viva Pinata: Party Animals,2007,Misc,X360,Microsoft Game Studios
M&M's Kart Racing,2007,Racing,Wii,Zoo Digital Publishing
Ultimate Duck Hunting: Hunting & Retrieving Ducks,2007,Sports,Wii,Detn8 Games
World Series of Poker 2008: Battle for the Bracelets,2007,Misc,PS2,Activision
Naruto Shippuden: Ninja Council 4,2007,Action,DS,Nintendo
Hooked! Real Motion Fishing,2007,Sports,Wii,505 Games
Dinosaur King,2007,Strategy,DS,Sega
Buzz! Junior: RoboJam,2007,Misc,PS2,Sony Computer Entertainment
Gundam Battle Chronicle,2007,Action,PSP,Namco Bandai Games
Aliens vs Predator: Requiem,2007,Action,PSP,Vivendi Games
Jewel Quest: Expeditions,2007,Puzzle,DS,Avanquest
Touch the Dead,2007,Shooter,DS,Eidos Interactive
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,2007,Adventure,DS,Tecmo Koei
Final Fantasy Fables: Chocobo's Dungeon,2007,Role-Playing,Wii,Square Enix
Dorabase DS: Dramatic Stadium,2007,Sports,DS,Namco Bandai Games
Vampire Rain,2007,Action,X360,Microsoft Game Studios
Dragon Ball Z: Harukanaru Densetsu,2007,Role-Playing,DS,Namco Bandai Games
Enchanted Arms,2007,Role-Playing,PS3,Ubisoft
Sengoku Basara 2 Heroes,2007,Action,PS2,Capcom
Soldier of Fortune: Payback,2007,Shooter,X360,Activision
Sid Meier's Pirates!,2007,Strategy,PSP,Take-Two Interactive
Pro Yaky? Spirits 4,2007,Sports,PS2,Konami Digital Entertainment
SoulCalibur Legends,2007,Action,Wii,Namco Bandai Games
Chibi-Robo! Park Patrol,2007,Adventure,DS,Unknown
One Piece: Unlimited Adventure,2007,Adventure,Wii,Namco Bandai Games
Face Training,2007,Misc,DS,Nintendo
Disney's Meet the Robinsons,2007,Action,Wii,Disney Interactive Studios
J-League Pro Soccer Club o Tsukurou! 5,2007,Sports,PS2,Sega
Dragon Blade: Wrath of Fire,2007,Action,Wii,D3Publisher
Call of Juarez,2007,Shooter,X360,Ubisoft
The Bee Game,2007,Adventure,DS,Midway Games
Nep League DS,2007,Sports,DS,Jaleco
Ar tonelico 2: Melody of Metafalica,2007,Role-Playing,PS2,Nippon Ichi Software
Disney Friends,2007,Simulation,DS,Disney Interactive Studios
Mercury Meltdown Revolution,2007,Action,Wii,Ignition Entertainment
My French Coach,2007,Misc,DS,Ubisoft
Lost in Blue 3,2007,Adventure,DS,Konami Digital Entertainment
Professional Fisherman's Tour: Northern Hemisphere,2007,Sports,DS,505 Games
Kekkaishi: Karasumori Ayakashi Kidan,2007,Action,DS,Namco Bandai Games
Dementium: The Ward,2007,Shooter,DS,SouthPeak Games
.hack//G.U. Vol.3//Redemption,2007,Role-Playing,PS2,Namco Bandai Games
Pursuit Force: Extreme Justice,2007,Action,PSP,Sony Computer Entertainment
Fate/Stay Night [R?alta Nua],2007,Adventure,PS2,Kadokawa Shoten
Fuzion Frenzy 2,2007,Misc,X360,Microsoft Game Studios
Garfield: Lasagna World Tour,2007,Action,PS2,Blast! Entertainment Ltd
Bomberman Land,2007,Misc,Wii,Rising Star Games
Naruto Shippuden: Ultimate Ninja 5,2007,Fighting,PS2,Namco Bandai Games
"Go, Diego, Go! Safari Rescue",2007,Adventure,DS,Take-Two Interactive
TOEIC Test Training DS,2007,Misc,DS,IE Institute
Godzilla Unleashed,2007,Fighting,Wii,Atari
San Goku Shi Taisen DS,2007,Strategy,DS,Sega
Dewy's Adventure,2007,Platform,Wii,Konami Digital Entertainment
Rondo of Swords (US sales),2007,Role-Playing,DS,Success
Chessmaster: The Art of Learning,2007,Misc,DS,Ubisoft
Imagine: Ice Champions,2007,Sports,DS,Spike
Left Brain Right Brain: Use Both Hands Train Both Sides,2007,Misc,DS,505 Games
Bomberman Land Touch! 2,2007,Puzzle,DS,Rising Star Games
The Godfather: Blackhand Edition,2007,Adventure,Wii,Electronic Arts
Arcana Heart,2007,Fighting,PS2,AQ Interactive
Bust-A-Move Bash!,2007,Puzzle,Wii,505 Games
WordJong,2007,Puzzle,DS,White Park Bay Software
Bleach: Dark Souls,2007,Fighting,DS,Sega
Dragon Ball Z: Harukanaru Densetsu (JP sales),2007,Role-Playing,DS,Namco Bandai Games
Samurai Warriors: Katana,2007,Action,Wii,Tecmo Koei
Heroes of Mana,2007,Strategy,DS,Square Enix
Blazing Angels 2: Secret Missions of WWII,2007,Simulation,PS3,Ubisoft
Final Fantasy XI: Vana'diel Collection 2008,2007,Role-Playing,X360,Square Enix
Suzumiya Haruhi no Yakusoku,2007,Adventure,PSP,Namco Bandai Games
Ultimate Board Game Collection,2007,Misc,Wii,Xplosiv
Geometry Wars: Galaxies,2007,Shooter,DS,Vivendi Games
Tamagotchi no Appare! Niji Venture,2007,Role-Playing,DS,Namco Bandai Games
CSI: 3 Dimensions of Murder,2007,Adventure,PS2,Ubisoft
Power Rangers: Super Legends,2007,Action,PS2,Disney Interactive Studios
Victorious Boxers: Revolution,2007,Fighting,Wii,Ubisoft
Cranium Kabookii,2007,Misc,Wii,Ubisoft
Arctic Tale,2007,Adventure,DS,Zoo Digital Publishing
Anno 1701: Dawn of Discovery,2007,Simulation,DS,Touchstone
?Shin Chan Flipa en colores!,2007,Platform,DS,505 Games
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",2007,Role-Playing,PSP,Nippon Ichi Software
Jikkyou Powerful Pro Yakyuu Wii,2007,Sports,Wii,Konami Digital Entertainment
Hard Rock Casino,2007,Misc,PSP,Oxygen Interactive
Wild ARMs XF,2007,Role-Playing,PSP,505 Games
Alvin and the Chipmunks,2007,Misc,DS,Brash Entertainment
Paws & Claws: Pet Vet 2,2007,Simulation,DS,THQ
NHL 2K8,2007,Sports,X360,Take-Two Interactive
Brain Assist,2007,Misc,DS,Sega
SingStar Latino,2007,Misc,PS2,Sony Computer Entertainment
Fatal Inertia,2007,Racing,X360,Tecmo Koei
Wantame Music Channel: Doko Demo Style,2007,Misc,DS,Capcom
NBA 08,2007,Sports,PS3,Sony Computer Entertainment
Indianapolis 500 Legends,2007,Racing,Wii,Destineer
Summon Night: Twin Age,2007,Role-Playing,DS,Banpresto
Smart Boy's Gameroom,2007,Misc,DS,505 Games
Puzzle de Harvest Moon,2007,Puzzle,DS,Natsume
Hour of Victory,2007,Shooter,X360,Midway Games
7 Wonders of the Ancient World,2007,Puzzle,DS,Funsta
Shining Wind,2007,Role-Playing,PS2,Sega
Impossible Mission,2007,Platform,DS,System 3 Arcade Software
Baroque,2007,Role-Playing,PS2,Rising Star Games
Horse Life,2007,Simulation,DS,Game Life
Godzilla Unleashed: Double Smash,2007,Action,DS,Atari
Star Trek: Conquest,2007,Strategy,Wii,Bethesda Softworks
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,2007,Shooter,PSP,Namco Bandai Games
Lovely Lisa,2007,Simulation,DS,DHM Interactive
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,2007,Misc,DS,Namco Bandai Games
Cory in the House,2007,Action,DS,Disney Interactive Studios
Animal Genius,2007,Puzzle,DS,Ubisoft
Marvel Trading Card Game,2007,Misc,DS,Konami Digital Entertainment
Cruis'n,2007,Racing,Wii,Midway Games
Ultimate Puzzle Games: Sudoku Edition,2007,Puzzle,DS,Telegames
DEATH NOTE: Kira Game,2007,Adventure,DS,Konami Digital Entertainment
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,2007,Misc,PS2,D3Publisher
ASH: Archaic Sealed Heat,2007,Role-Playing,DS,Nintendo
Retro Game Challenge,2007,Action,DS,Namco Bandai Games
Ultimate Mortal Kombat,2007,Fighting,DS,Midway Games
Monster Madness: Battle for Suburbia,2007,Shooter,X360,SouthPeak Games
The Settlers,2007,Action,DS,Ubisoft
Jake Hunter Detective Story: Memories of the Past,2007,Adventure,DS,PQube
Super Swing Golf Season 2,2007,Sports,Wii,Rising Star Games
Cake Mania,2007,Puzzle,DS,Majesco Entertainment
Pocket Pets,2007,Simulation,DS,O3 Entertainment
Kousoku Card Battle: Card Hero,2007,Strategy,DS,Nintendo
American Girl: Julie Finds a Way,2007,Adventure,DS,THQ
The History Channel: Battle for the Pacific,2007,Shooter,Wii,Activision
Mobile Suit Gundam: MS Sensen 0079,2007,Simulation,Wii,Namco Bandai Games
Guitar Rock Tour,2007,Misc,DS,Gameloft
Smash Court Tennis 3,2007,Sports,X360,Atari
Kouchuu Ouja Mushi King: Super Collection,2007,Action,DS,Sega
FlatOut: Ultimate Carnage,2007,Racing,X360,Empire Interactive
Higurashi no Naku Koro ni Matsuri,2007,Adventure,PS2,Alchemist
Touch Detective 2 1/2,2007,Adventure,DS,505 Games
Rocky Balboa,2007,Sports,PSP,Ubisoft
Master of the Monster Lair,2007,Role-Playing,DS,Rising Star Games
Hitman Trilogy,2007,Action,PS2,Eidos Interactive
Tetris Evolution,2007,Puzzle,X360,THQ
The Cheetah Girls: Pop Star Sensations,2007,Misc,DS,Disney Interactive Studios
Sudokuro,2007,Puzzle,DS,Crave Entertainment
Final Fantasy XII International Zodiac Job System,2007,Role-Playing,PS2,Square Enix
Barbie in The 12 Dancing Princesses,2007,Adventure,DS,Activision
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,2007,Simulation,DS,Konami Digital Entertainment
PictoImage,2007,Puzzle,DS,Sega
Brooktown High: Senior Year,2007,Simulation,PSP,Konami Digital Entertainment
Medal of Honor: Vanguard,2007,Shooter,Wii,Electronic Arts
Kirarin * Revolution: Mezase! Idol Queen,2007,Simulation,DS,Konami Digital Entertainment
Dungeons & Dragons Tactics,2007,Strategy,PSP,Atari
Hot Wheels Ultimate Racing,2007,Action,PSP,Activision
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,2007,Misc,DS,Paon
Draglade,2007,Fighting,DS,505 Games
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,2007,Misc,DS,Shogakukan
World Snooker Championship 2007,2007,Sports,PS3,Sega
Opoona,2007,Role-Playing,Wii,Tecmo Koei
Nodame Cantabile,2007,Misc,DS,Namco Bandai Games
Bleach: Dark Souls (JP sales),2007,Fighting,DS,Sega
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,2007,Misc,DS,Benesse
Code Lyoko: Quest for Infinity,2007,Action,Wii,Game Factory
Naruto Shippuden: Gekito Ninja Taisen! EX,2007,Fighting,Wii,Takara Tomy
Retro Game Challenge (US sales),2007,Action,DS,Namco Bandai Games
MotoGP 07,2007,Racing,PS2,Capcom
Shining Force EXA,2007,Role-Playing,PS2,Sega
Heatseeker,2007,Action,Wii,Codemasters
InuYasha: Secret of the Divine Jewel,2007,Role-Playing,DS,Namco Bandai Games
Pro Yakyuu Famista DS,2007,Sports,DS,Namco Bandai Games
EyeCreate,2007,Misc,PS3,Sony Computer Entertainment
Glory Days 2,2007,Strategy,DS,Ghostlight
Unou no Tatsujin: Soukai! Machigai Museum 2,2007,Misc,DS,Namco Bandai Games
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),2007,Strategy,PS2,Konami Digital Entertainment
Star Wars: Empire at War - Gold Pack,2007,Strategy,PC,LucasArts
Jenga World Tour,2007,Misc,DS,Atari
Atari Classics Evolved,2007,Misc,PSP,Atari
Kawasaki Quad Bikes,2007,Racing,Wii,Data Design Interactive
Jikkyou Powerful Pro Yakyuu 14 Ketteiban,2007,Sports,PS2,Konami Digital Entertainment
Jikkyou Powerful Pro Yakyuu Portable 2,2007,Sports,PSP,Konami Digital Entertainment
Reading Training,2007,Misc,DS,Benesse
Ochaken no Heya DS 2,2007,Simulation,DS,MTO
"Saiyuuki: Kinkaku, Ginkaku no Inbou",2007,Role-Playing,DS,D3Publisher
Mugen Keitai Disgaea,2007,Role-Playing,PS2,Tecmo Koei
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,2007,Misc,PS2,Hackberry
Kenka Banchou 2: Full Throttle,2007,Action,PS2,Spike
Zoids Assault,2007,Strategy,X360,Takara Tomy
Kurikin: Nano Island Story,2007,Role-Playing,DS,Nintendo
Naruto Shippuden: Gekito Ninja Taisen! EX 2,2007,Fighting,Wii,Takara Tomy
El Tigre: The Adventures of Manny Rivera,2007,Platform,DS,THQ
F.E.A.R. Files,2007,Shooter,X360,Vivendi Games
Samurai Warriors 2: Xtreme Legends,2007,Action,PS2,Tecmo Koei
America's Army: True Soldiers,2007,Shooter,X360,Ubisoft
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,2007,Misc,PS2,Hackberry
Puchi Puchi Virus,2007,Puzzle,DS,Jaleco
Death Jr. and the Science Fair of Doom,2007,Platform,DS,Konami Digital Entertainment
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,2007,Role-Playing,DS,Banpresto
Ninjabread Man,2007,Action,Wii,Popcorn Arcade
Crush,2007,Puzzle,PSP,Sega
Pro Evolution Soccer 2008 (JP sales),2007,Sports,DS,Konami Digital Entertainment
Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,2007,Misc,DS,Namco Bandai Games
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,2007,Action,PS2,Namco Bandai Games
Bleach: Heat the Soul 4,2007,Fighting,PSP,Sony Computer Entertainment
Alien Syndrome,2007,Role-Playing,PSP,Sega
Cosmic Family,2007,Misc,Wii,Ubisoft
Dragon Shadow Spell,2007,Role-Playing,PS2,Flight-Plan
The Idolm@ster,2007,Simulation,X360,Namco Bandai Games
Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,2007,Fighting,DS,Takara Tomy
Fate/Tiger Colosseum,2007,Fighting,PSP,Capcom
One Piece: Gear Spirit,2007,Fighting,DS,Namco Bandai Games
Tales of Fandom Vol.2,2007,Role-Playing,PS2,Namco Bandai Games
CSI: Dark Motives,2007,Adventure,DS,Ubisoft
River King: Mystic Valley (US sales),2007,Sports,DS,Rising Star Games
Romance of the Three Kingdoms XI,2007,Strategy,PS2,Tecmo Koei
Elements of Destruction,2007,Strategy,DS,THQ
